,Week,Compartment,Treat,Treatment,Plottime,Sampletime,Compartmentyear,Group,Groupyear,Groupyear1
TP10S14,10,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-10,Soil2016-Pre_flowering_drought-10,Soil_Y16P1-Pre_flowering_drought-10
TP10S13,10,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-10,Soil2016-Pre_flowering_drought-10,Soil_Y16P1-Pre_flowering_drought-10
TP11S6,11,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-11,Soil2016-Pre_flowering_drought-11,Soil_Y16P1-Pre_flowering_drought-11
TP11S5,11,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-11,Soil2016-Pre_flowering_drought-11,Soil_Y16P1-Pre_flowering_drought-11
TP11S18,11,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-11,Soil2016-Pre_flowering_drought-11,Soil_Y16P1-Pre_flowering_drought-11
TP11S17,11,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-11,Soil2016-Pre_flowering_drought-11,Soil_Y16P1-Pre_flowering_drought-11
TP11S14,11,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-11,Soil2016-Pre_flowering_drought-11,Soil_Y16P1-Pre_flowering_drought-11
TP11S13,11,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-11,Soil2016-Pre_flowering_drought-11,Soil_Y16P1-Pre_flowering_drought-11
TP12S6,12,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-12,Soil2016-Pre_flowering_drought-12,Soil_Y16P1-Pre_flowering_drought-12
TP12S5,12,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-12,Soil2016-Pre_flowering_drought-12,Soil_Y16P1-Pre_flowering_drought-12
TP12S18,12,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-12,Soil2016-Pre_flowering_drought-12,Soil_Y16P1-Pre_flowering_drought-12
TP12S17,12,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-12,Soil2016-Pre_flowering_drought-12,Soil_Y16P1-Pre_flowering_drought-12
TP12S14,12,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-12,Soil2016-Pre_flowering_drought-12,Soil_Y16P1-Pre_flowering_drought-12
TP12S13,12,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-12,Soil2016-Pre_flowering_drought-12,Soil_Y16P1-Pre_flowering_drought-12
TP13S6,13,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-13,Soil2016-Pre_flowering_drought-13,Soil_Y16P1-Pre_flowering_drought-13
TP13S5,13,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-13,Soil2016-Pre_flowering_drought-13,Soil_Y16P1-Pre_flowering_drought-13
TP13S18,13,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-13,Soil2016-Pre_flowering_drought-13,Soil_Y16P1-Pre_flowering_drought-13
TP13S17,13,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-13,Soil2016-Pre_flowering_drought-13,Soil_Y16P1-Pre_flowering_drought-13
TP13S14,13,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-13,Soil2016-Pre_flowering_drought-13,Soil_Y16P1-Pre_flowering_drought-13
TP13S13,13,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-13,Soil2016-Pre_flowering_drought-13,Soil_Y16P1-Pre_flowering_drought-13
TP14S18,14,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-14,Soil2016-Pre_flowering_drought-14,Soil_Y16P1-Pre_flowering_drought-14
TP14S17,14,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-14,Soil2016-Pre_flowering_drought-14,Soil_Y16P1-Pre_flowering_drought-14
TP14S5,14,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-14,Soil2016-Pre_flowering_drought-14,Soil_Y16P1-Pre_flowering_drought-14
TP14S14,14,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-14,Soil2016-Pre_flowering_drought-14,Soil_Y16P1-Pre_flowering_drought-14
TP14S13,14,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-14,Soil2016-Pre_flowering_drought-14,Soil_Y16P1-Pre_flowering_drought-14
TP15S6,15,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-15,Soil2016-Pre_flowering_drought-15,Soil_Y16P1-Pre_flowering_drought-15
TP15S5,15,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-15,Soil2016-Pre_flowering_drought-15,Soil_Y16P1-Pre_flowering_drought-15
TP15S18,15,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-15,Soil2016-Pre_flowering_drought-15,Soil_Y16P1-Pre_flowering_drought-15
TP15S17,15,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-15,Soil2016-Pre_flowering_drought-15,Soil_Y16P1-Pre_flowering_drought-15
TP15S14,15,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-15,Soil2016-Pre_flowering_drought-15,Soil_Y16P1-Pre_flowering_drought-15
TP15S13,15,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-15,Soil2016-Pre_flowering_drought-15,Soil_Y16P1-Pre_flowering_drought-15
TP16S17,16,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-16,Soil2016-Pre_flowering_drought-16,Soil_Y16P1-Pre_flowering_drought-16
TP16S6,16,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-16,Soil2016-Pre_flowering_drought-16,Soil_Y16P1-Pre_flowering_drought-16
TP16S5,16,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-16,Soil2016-Pre_flowering_drought-16,Soil_Y16P1-Pre_flowering_drought-16
TP16S18,16,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-16,Soil2016-Pre_flowering_drought-16,Soil_Y16P1-Pre_flowering_drought-16
TP16S14,16,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-16,Soil2016-Pre_flowering_drought-16,Soil_Y16P1-Pre_flowering_drought-16
TP16S13,16,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-16,Soil2016-Pre_flowering_drought-16,Soil_Y16P1-Pre_flowering_drought-16
TP17S6,17,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-17,Soil2016-Pre_flowering_drought-17,Soil_Y16P1-Pre_flowering_drought-17
TP17S5,17,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-17,Soil2016-Pre_flowering_drought-17,Soil_Y16P1-Pre_flowering_drought-17
TP17S18,17,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-17,Soil2016-Pre_flowering_drought-17,Soil_Y16P1-Pre_flowering_drought-17
TP17S17,17,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-17,Soil2016-Pre_flowering_drought-17,Soil_Y16P1-Pre_flowering_drought-17
TP17S14,17,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-17,Soil2016-Pre_flowering_drought-17,Soil_Y16P1-Pre_flowering_drought-17
TP17S13,17,Soil,Pre_flowering_drought,Soil_Y16P1,Y16plot,Y16sample,Soil2016,Soil-Pre_flowering_drought-17,Soil2016-Pre_flowering_drought-17,Soil_Y16P1-Pre_flowering_drought-17
Y17TP01R25,1,Root,Post_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Post_flowering_drought-1,Root2017A-Post_flowering_drought-1,Root_Y17P1-Post_flowering_drought-1
Y17TP01R27,1,Root,Pre_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Pre_flowering_drought-1,Root2017A-Pre_flowering_drought-1,Root_Y17P1-Pre_flowering_drought-1
Y17TP10R25,10,Root,Post_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Post_flowering_drought-10,Root2017A-Post_flowering_drought-10,Root_Y17P1-Post_flowering_drought-10
Y17TP10R27,10,Root,Pre_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Pre_flowering_drought-10,Root2017A-Pre_flowering_drought-10,Root_Y17P1-Pre_flowering_drought-10
Y17TP10R30,10,Root,Control,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Control-10,Root2017A-Control-10,Root_Y17P1-Control-10
Y17TP10S25,10,Soil,Post_flowering_drought,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Post_flowering_drought-10,Soil2017A-Post_flowering_drought-10,Soil_Y17P1-Post_flowering_drought-10
Y17TP10S27,10,Soil,Pre_flowering_drought,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Pre_flowering_drought-10,Soil2017A-Pre_flowering_drought-10,Soil_Y17P1-Pre_flowering_drought-10
Y17TP10S30,10,Soil,Control,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Control-10,Soil2017A-Control-10,Soil_Y17P1-Control-10
Y17TP10Z25,10,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Post_flowering_drought-10,Rhizosphere2017A-Post_flowering_drought-10,Rhizosphere_Y17P1-Post_flowering_drought-10
Y17TP10Z27,10,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Pre_flowering_drought-10,Rhizosphere2017A-Pre_flowering_drought-10,Rhizosphere_Y17P1-Pre_flowering_drought-10
Y17TP10Z30,10,Rhizosphere,Control,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Control-10,Rhizosphere2017A-Control-10,Rhizosphere_Y17P1-Control-10
Y17TP13R25,13,Root,Post_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Post_flowering_drought-13,Root2017A-Post_flowering_drought-13,Root_Y17P1-Post_flowering_drought-13
Y17TP13R27,13,Root,Pre_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Pre_flowering_drought-13,Root2017A-Pre_flowering_drought-13,Root_Y17P1-Pre_flowering_drought-13
Y17TP13R30,13,Root,Control,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Control-13,Root2017A-Control-13,Root_Y17P1-Control-13
Y17TP13S27,13,Soil,Pre_flowering_drought,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Pre_flowering_drought-13,Soil2017A-Pre_flowering_drought-13,Soil_Y17P1-Pre_flowering_drought-13
Y17TP13S30,13,Soil,Control,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Control-13,Soil2017A-Control-13,Soil_Y17P1-Control-13
Y17TP13Z27,13,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Pre_flowering_drought-13,Rhizosphere2017A-Pre_flowering_drought-13,Rhizosphere_Y17P1-Pre_flowering_drought-13
Y17TP13Z30,13,Rhizosphere,Control,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Control-13,Rhizosphere2017A-Control-13,Rhizosphere_Y17P1-Control-13
Y17TP17R25,17,Root,Post_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Post_flowering_drought-17,Root2017A-Post_flowering_drought-17,Root_Y17P1-Post_flowering_drought-17
Y17TP17R27,17,Root,Pre_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Pre_flowering_drought-17,Root2017A-Pre_flowering_drought-17,Root_Y17P1-Pre_flowering_drought-17
Y17TP17R30,17,Root,Control,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Control-17,Root2017A-Control-17,Root_Y17P1-Control-17
Y17TP17S25,17,Soil,Post_flowering_drought,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Post_flowering_drought-17,Soil2017A-Post_flowering_drought-17,Soil_Y17P1-Post_flowering_drought-17
Y17TP17S27,17,Soil,Pre_flowering_drought,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Pre_flowering_drought-17,Soil2017A-Pre_flowering_drought-17,Soil_Y17P1-Pre_flowering_drought-17
Y17TP17S30,17,Soil,Control,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Control-17,Soil2017A-Control-17,Soil_Y17P1-Control-17
Y17TP17Z25,17,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Post_flowering_drought-17,Rhizosphere2017A-Post_flowering_drought-17,Rhizosphere_Y17P1-Post_flowering_drought-17
Y17TP17Z27,17,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Pre_flowering_drought-17,Rhizosphere2017A-Pre_flowering_drought-17,Rhizosphere_Y17P1-Pre_flowering_drought-17
Y17TP17Z30,17,Rhizosphere,Control,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Control-17,Rhizosphere2017A-Control-17,Rhizosphere_Y17P1-Control-17
Y17TP02R30,2,Root,Control,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Control-2,Root2017A-Control-2,Root_Y17P1-Control-2
Y17TP02S30,2,Soil,Control,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Control-2,Soil2017A-Control-2,Soil_Y17P1-Control-2
Y17TP02Z30,2,Rhizosphere,Control,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Control-2,Rhizosphere2017A-Control-2,Rhizosphere_Y17P1-Control-2
Y17TP05R27,5,Root,Pre_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Pre_flowering_drought-5,Root2017A-Pre_flowering_drought-5,Root_Y17P1-Pre_flowering_drought-5
Y17TP05R30,5,Root,Control,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Control-5,Root2017A-Control-5,Root_Y17P1-Control-5
Y17TP05S27,5,Soil,Pre_flowering_drought,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Pre_flowering_drought-5,Soil2017A-Pre_flowering_drought-5,Soil_Y17P1-Pre_flowering_drought-5
Y17TP05S30,5,Soil,Control,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Control-5,Soil2017A-Control-5,Soil_Y17P1-Control-5
Y17TP05Z27,5,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Pre_flowering_drought-5,Rhizosphere2017A-Pre_flowering_drought-5,Rhizosphere_Y17P1-Pre_flowering_drought-5
Y17TP05Z30,5,Rhizosphere,Control,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Control-5,Rhizosphere2017A-Control-5,Rhizosphere_Y17P1-Control-5
Y17TP08R27,8,Root,Pre_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Pre_flowering_drought-8,Root2017A-Pre_flowering_drought-8,Root_Y17P1-Pre_flowering_drought-8
Y17TP08R30,8,Root,Control,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Control-8,Root2017A-Control-8,Root_Y17P1-Control-8
Y17TP08S27,8,Soil,Pre_flowering_drought,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Pre_flowering_drought-8,Soil2017A-Pre_flowering_drought-8,Soil_Y17P1-Pre_flowering_drought-8
Y17TP08Z27,8,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Pre_flowering_drought-8,Rhizosphere2017A-Pre_flowering_drought-8,Rhizosphere_Y17P1-Pre_flowering_drought-8
Y17TP08Z30,8,Rhizosphere,Control,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Control-8,Rhizosphere2017A-Control-8,Rhizosphere_Y17P1-Control-8
Y17TP09R25,9,Root,Post_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Post_flowering_drought-9,Root2017A-Post_flowering_drought-9,Root_Y17P1-Post_flowering_drought-9
Y17TP09R27,9,Root,Pre_flowering_drought,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Pre_flowering_drought-9,Root2017A-Pre_flowering_drought-9,Root_Y17P1-Pre_flowering_drought-9
Y17TP09R30,9,Root,Control,Root_Y17P1,Y16plot,Y17sample,Root2017A,Root-Control-9,Root2017A-Control-9,Root_Y17P1-Control-9
Y17TP09S25,9,Soil,Post_flowering_drought,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Post_flowering_drought-9,Soil2017A-Post_flowering_drought-9,Soil_Y17P1-Post_flowering_drought-9
Y17TP09S27,9,Soil,Pre_flowering_drought,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Pre_flowering_drought-9,Soil2017A-Pre_flowering_drought-9,Soil_Y17P1-Pre_flowering_drought-9
Y17TP09S30,9,Soil,Control,Soil_Y17P1,Y16plot,Y17sample,Soil2017A,Soil-Control-9,Soil2017A-Control-9,Soil_Y17P1-Control-9
Y17TP09Z25,9,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Post_flowering_drought-9,Rhizosphere2017A-Post_flowering_drought-9,Rhizosphere_Y17P1-Post_flowering_drought-9
Y17TP09Z27,9,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Pre_flowering_drought-9,Rhizosphere2017A-Pre_flowering_drought-9,Rhizosphere_Y17P1-Pre_flowering_drought-9
Y17TP09Z30,9,Rhizosphere,Control,Rhizosphere_Y17P1,Y16plot,Y17sample,Rhizosphere2017A,Rhizosphere-Control-9,Rhizosphere2017A-Control-9,Rhizosphere_Y17P1-Control-9
Y17TP01R03,1,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-1,Root2017-Post_flowering_drought-1,Root_Y17P2-Post_flowering_drought-1
Y17TP01R11,1,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-1,Root2017-Control-1,Root_Y17P2-Control-1
Y17TP10R02,10,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-10,Root2017-Control-10,Root_Y17P2-Control-10
Y17TP10R03,10,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-10,Root2017-Post_flowering_drought-10,Root_Y17P2-Post_flowering_drought-10
Y17TP10R06,10,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-10,Root2017-Pre_flowering_drought-10,Root_Y17P2-Pre_flowering_drought-10
Y17TP10R11,10,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-10,Root2017-Control-10,Root_Y17P2-Control-10
Y17TP10R13,10,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-10,Root2017-Pre_flowering_drought-10,Root_Y17P2-Pre_flowering_drought-10
Y17TP10R16,10,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-10,Root2017-Post_flowering_drought-10,Root_Y17P2-Post_flowering_drought-10
Y17TP10R18,10,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-10,Root2017-Pre_flowering_drought-10,Root_Y17P2-Pre_flowering_drought-10
Y17TP10R19,10,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-10,Root2017-Control-10,Root_Y17P2-Control-10
Y17TP10R22,10,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-10,Root2017-Post_flowering_drought-10,Root_Y17P2-Post_flowering_drought-10
Y17TP10S02,10,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-10,Soil2017-Control-10,Soil_Y17P2-Control-10
Y17TP10S03,10,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-10,Soil2017-Post_flowering_drought-10,Soil_Y17P2-Post_flowering_drought-10
Y17TP10S06,10,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-10,Soil2017-Pre_flowering_drought-10,Soil_Y17P2-Pre_flowering_drought-10
Y17TP10S11,10,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-10,Soil2017-Control-10,Soil_Y17P2-Control-10
Y17TP10S13,10,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-10,Soil2017-Pre_flowering_drought-10,Soil_Y17P2-Pre_flowering_drought-10
Y17TP10S16,10,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-10,Soil2017-Post_flowering_drought-10,Soil_Y17P2-Post_flowering_drought-10
Y17TP10S18,10,Soil,Pre_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Pre_flowering_drought-10,Soil2017-Pre_flowering_drought-10,Soil_Y17P2-Pre_flowering_drought-10
Y17TP10S19,10,Soil,Control,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Control-10,Soil2017-Control-10,Soil_Y17P2-Control-10
Y17TP10S22,10,Soil,Post_flowering_drought,Soil_Y17P2,Y17plot,Y17sample,Soil2017,Soil-Post_flowering_drought-10,Soil2017-Post_flowering_drought-10,Soil_Y17P2-Post_flowering_drought-10
Y17TP10Z02,10,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-10,Rhizosphere2017-Control-10,Rhizosphere_Y17P2-Control-10
Y17TP10Z03,10,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-10,Rhizosphere2017-Post_flowering_drought-10,Rhizosphere_Y17P2-Post_flowering_drought-10
Y17TP10Z06,10,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-10,Rhizosphere2017-Pre_flowering_drought-10,Rhizosphere_Y17P2-Pre_flowering_drought-10
Y17TP10Z11,10,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-10,Rhizosphere2017-Control-10,Rhizosphere_Y17P2-Control-10
Y17TP10Z13,10,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-10,Rhizosphere2017-Pre_flowering_drought-10,Rhizosphere_Y17P2-Pre_flowering_drought-10
Y17TP10Z16,10,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-10,Rhizosphere2017-Post_flowering_drought-10,Rhizosphere_Y17P2-Post_flowering_drought-10
Y17TP10Z18,10,Rhizosphere,Pre_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Pre_flowering_drought-10,Rhizosphere2017-Pre_flowering_drought-10,Rhizosphere_Y17P2-Pre_flowering_drought-10
Y17TP10Z19,10,Rhizosphere,Control,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Control-10,Rhizosphere2017-Control-10,Rhizosphere_Y17P2-Control-10
Y17TP10Z22,10,Rhizosphere,Post_flowering_drought,Rhizosphere_Y17P2,Y17plot,Y17sample,Rhizosphere2017,Rhizosphere-Post_flowering_drought-10,Rhizosphere2017-Post_flowering_drought-10,Rhizosphere_Y17P2-Post_flowering_drought-10
Y17TP11R02,11,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-11,Root2017-Control-11,Root_Y17P2-Control-11
Y17TP11R03,11,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-11,Root2017-Post_flowering_drought-11,Root_Y17P2-Post_flowering_drought-11
Y17TP11R06,11,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-11,Root2017-Pre_flowering_drought-11,Root_Y17P2-Pre_flowering_drought-11
Y17TP11R11,11,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-11,Root2017-Control-11,Root_Y17P2-Control-11
Y17TP11R13,11,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-11,Root2017-Pre_flowering_drought-11,Root_Y17P2-Pre_flowering_drought-11
Y17TP11R16,11,Root,Post_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Post_flowering_drought-11,Root2017-Post_flowering_drought-11,Root_Y17P2-Post_flowering_drought-11
Y17TP11R18,11,Root,Pre_flowering_drought,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Pre_flowering_drought-11,Root2017-Pre_flowering_drought-11,Root_Y17P2-Pre_flowering_drought-11
Y17TP11R19,11,Root,Control,Root_Y17P2,Y17plot,Y17sample,Root2017,Root-Control-11,Root2017-Control-11,Root_Y17P2-Control-11
