,Metagenome_count,Metatrans_count,Pangenome,A. persicinum_MAG,A. persicinum3.15288,A. persicinum3.1556,A. persicinum3.1579,A. persicinum3.2854,A. persicinum3.3503,A. persicinum3.2857,A. persicinum3.2858,A. persicinum3.2859,A. persicinum3.2862
C666,17,27,1,1,1,1,1,1,1,1,1,1,1
C667,59,49,1,1,1,1,1,1,1,1,1,1,1
C669,32,107,1,1,1,1,1,1,1,1,1,1,1
C670,98,191,1,1,1,1,1,1,1,1,1,1,1
C671,43,78,1,1,1,1,1,1,1,1,1,1,1
C672,86,66,1,1,1,1,1,1,1,1,1,1,1
C673,31,73,1,1,1,1,1,1,1,1,1,1,1
C674,124,287,1,1,1,1,1,1,1,1,1,1,1
C676,9,59,1,1,1,1,1,1,1,1,1,1,1
C678,142,919,1,1,1,1,1,1,1,1,1,1,1
C679,14,15,1,1,1,1,1,1,1,1,1,1,1
C680,30,111,1,1,1,1,1,1,1,1,1,1,1
C682,240.412,6377.425,1,1,1,1,1,1,1,1,1,1,1
C683,84,391,1,1,1,1,1,1,1,1,1,1,1
C685,132,238,1,1,1,1,1,1,1,1,1,1,1
C686,108,206,1,1,1,1,1,1,1,1,1,1,1
C687,47,339,1,1,1,1,1,1,1,1,1,1,1
C688,32,249,1,1,1,1,1,1,1,1,1,1,1
C689,141,0,1,1,1,1,1,1,1,1,1,1,1
C691,97,113.851,1,1,1,1,1,1,1,1,1,1,1
C693,63,70,1,1,1,1,1,1,1,1,1,1,1
C694,119,267,1,1,1,1,1,1,1,1,1,1,1
C695,78,247,1,1,1,1,1,1,1,1,1,1,1
C696,8,29,1,1,1,1,1,1,1,1,1,1,1
C697,74,29,1,1,1,1,1,1,1,1,1,1,1
C698,35,12,1,1,1,1,1,1,1,1,1,1,1
C702,121,576,1,1,1,1,1,1,1,1,1,1,1
C703,124,41,1,1,1,1,1,1,1,1,1,1,1
C704,52,0,1,1,1,1,1,1,1,1,1,1,1
C705,62,47,1,1,1,1,1,1,1,1,1,1,1
C706,35,25,1,1,1,1,1,1,1,1,1,1,1
C707,44,10,1,1,1,1,1,1,1,1,1,1,1
C708,31,43,1,1,1,1,1,1,1,1,1,1,1
C709,64.317,172.205,1,1,1,1,1,1,1,1,1,1,1
C710,57,2,1,1,1,1,1,1,1,1,1,1,1
C711,29,950,1,1,1,1,1,1,1,1,1,1,1
C712,67,36,1,1,1,1,1,1,1,1,1,1,1
C713,127,86,1,1,1,1,1,1,1,1,1,1,1
C714,26,197,1,1,1,1,1,1,1,1,1,1,1
C715,28,26,1,1,1,1,1,1,1,1,1,1,1
C716,39,99,1,1,1,1,1,1,1,1,1,1,1
C717,33,3,1,1,1,1,1,1,1,1,1,1,1
C718,88,60,1,1,1,1,1,1,1,1,1,1,1
C719,70,1,1,1,1,1,1,1,1,1,1,1,1
C720,54,6,1,1,1,1,1,1,1,1,1,1,1
C721,28,132,1,1,1,1,1,1,1,1,1,1,1
C723,68,144,1,1,1,1,1,1,1,1,1,1,1
C724,108,521,1,1,1,1,1,1,1,1,1,1,1
C725,93,2844,1,1,1,1,1,1,1,1,1,1,1
C726,70,104,1,1,1,1,1,1,1,1,1,1,1
C727,97,272,1,1,1,1,1,1,1,1,1,1,1
C728,56,2,1,1,1,1,1,1,1,1,1,1,1
C729,147,149,1,1,1,1,1,1,1,1,1,1,1
C730,65,120,1,1,1,1,1,1,1,1,1,1,1
C731,59,95,1,1,1,1,1,1,1,1,1,1,1
C732,82,387,1,1,1,1,1,1,1,1,1,1,1
C733,27,56,1,1,1,1,1,1,1,1,1,1,1
C734,64,0,1,1,1,1,1,1,1,1,1,1,1
C735,51,10,1,1,1,1,1,1,1,1,1,1,1
C736,53,310,1,1,1,1,1,1,1,1,1,1,1
C737,25,38,1,1,1,1,1,1,1,1,1,1,1
C738,49,58,1,1,1,1,1,1,1,1,1,1,1
C739,63,23,1,1,1,1,1,1,1,1,1,1,1
C740,24,38,1,1,1,1,1,1,1,1,1,1,1
C741,41,26,1,1,1,1,1,1,1,1,1,1,1
C742,19,10,1,1,1,1,1,1,1,1,1,1,1
C743,63,0,1,1,1,1,1,1,1,1,1,1,1
C744,35,22,1,1,1,1,1,1,1,1,1,1,1
C745,37,13,1,1,1,1,1,1,1,1,1,1,1
C746,34,53,1,1,1,1,1,1,1,1,1,1,1
C747,27,11,1,1,1,1,1,1,1,1,1,1,1
C748,28,18,1,1,1,1,1,1,1,1,1,1,1
C749,48,4641,1,1,1,1,1,1,1,1,1,1,1
C750,150,24,1,1,1,1,1,1,1,1,1,1,1
C751,46,93,1,1,1,1,1,1,1,1,1,1,1
C752,56,504,1,1,1,1,1,1,1,1,1,1,1
C753,58,15,1,1,1,1,1,1,1,1,1,1,1
C754,81,276,1,1,1,1,1,1,1,1,1,1,1
C756,74.29,13,1,1,1,1,1,1,1,1,1,1,1
C757,54,112,1,1,1,1,1,1,1,1,1,1,1
C758,35,33,1,1,1,1,1,1,1,1,1,1,1
C759,20,39,1,1,1,1,1,1,1,1,1,1,1
C760,48.245,15.702,1,1,1,1,1,1,1,1,1,1,1
C761,129.675,841,1,1,1,1,1,1,1,1,1,1,1
C762,24,53,1,1,1,1,1,1,1,1,1,1,1
C763,84,148,1,1,1,1,1,1,1,1,1,1,1
C764,52,77,1,1,1,1,1,1,1,1,1,1,1
C765,128,19,1,1,1,1,1,1,1,1,1,1,1
C766,47,82,1,1,1,1,1,1,1,1,1,1,1
C767,104,341,1,1,1,1,1,1,1,1,1,1,1
C768,40,1,1,1,1,1,1,1,1,1,1,1,1
C769,78,76,1,1,1,1,1,1,1,1,1,1,1
C770,17,3,1,1,1,1,1,1,1,1,1,1,1
C771,60,124,1,1,1,1,1,1,1,1,1,1,1
C772,53,66,1,1,1,1,1,1,1,1,1,1,1
C773,35,155,1,1,1,1,1,1,1,1,1,1,1
C774,25,7,1,1,1,1,1,1,1,1,1,1,1
C776,29,47,1,1,1,1,1,1,1,1,1,1,1
C777,48,311,1,1,1,1,1,1,1,1,1,1,1
C778,41,74,1,1,1,1,1,1,1,1,1,1,1
C779,33,21,1,1,1,1,1,1,1,1,1,1,1
C781,66,38,1,1,1,1,1,1,1,1,1,1,1
C782,43,43,1,1,1,1,1,1,1,1,1,1,1
C783,29,7,1,1,1,1,1,1,1,1,1,1,1
C784,61,10,1,1,1,1,1,1,1,1,1,1,1
C785,26,16,1,1,1,1,1,1,1,1,1,1,1
C786,46,188,1,1,1,1,1,1,1,1,1,1,1
C787,63,47,1,1,1,1,1,1,1,1,1,1,1
C788,41,20,1,1,1,1,1,1,1,1,1,1,1
C789,137.278,76,1,1,1,1,1,1,1,1,1,1,1
C790,66,96,1,1,1,1,1,1,1,1,1,1,1
C791,41,162,1,1,1,1,1,1,1,1,1,1,1
C792,56,4,1,1,1,1,1,1,1,1,1,1,1
C793,56,86,1,1,1,1,1,1,1,1,1,1,1
C794,143,3,1,1,1,1,1,1,1,1,1,1,1
C795,73,263,1,1,1,1,1,1,1,1,1,1,1
C796,42,44,1,1,1,1,1,1,1,1,1,1,1
C797,50,61,1,1,1,1,1,1,1,1,1,1,1
C798,19,137,1,1,1,1,1,1,1,1,1,1,1
C799,28,27,1,1,1,1,1,1,1,1,1,1,1
C800,60,88,1,1,1,1,1,1,1,1,1,1,1
C801,168.599,354.205,1,1,1,1,1,1,1,1,1,1,1
C802,100,3,1,1,1,1,1,1,1,1,1,1,1
C803,42,39,1,1,1,1,1,1,1,1,1,1,1
C804,51,8,1,1,1,1,1,1,1,1,1,1,1
C805,31,2579,1,1,1,1,1,1,1,1,1,1,1
C806,203,1053,1,1,1,1,1,1,1,1,1,1,1
C807,31,9,1,1,1,1,1,1,1,1,1,1,1
C808,53,73,1,1,1,1,1,1,1,1,1,1,1
C809,72.508,218.971,1,1,1,1,1,1,1,1,1,1,1
C810,48,166,1,1,1,1,1,1,1,1,1,1,1
C811,36,8,1,1,1,1,1,1,1,1,1,1,1
C812,46,106,1,1,1,1,1,1,1,1,1,1,1
C813,44,63,1,1,1,1,1,1,1,1,1,1,1
C814,96.215,95,1,1,1,1,1,1,1,1,1,1,1
C815,29,98,1,1,1,1,1,1,1,1,1,1,1
C816,91,386,1,1,1,1,1,1,1,1,1,1,1
C817,40,2593,1,1,1,1,1,1,1,1,1,1,1
C818,29,51,1,1,1,1,1,1,1,1,1,1,1
C819,78,169,1,1,1,1,1,1,1,1,1,1,1
C820,56,6,1,1,1,1,1,1,1,1,1,1,1
C821,32,40,1,1,1,1,1,1,1,1,1,1,1
C822,22,9,1,1,1,1,1,1,1,1,1,1,1
C823,68,118,1,1,1,1,1,1,1,1,1,1,1
C825,36,95,1,1,1,1,1,1,1,1,1,1,1
C826,29,6,1,1,1,1,1,1,1,1,1,1,1
C827,57,14,1,1,1,1,1,1,1,1,1,1,1
C828,44,203,1,1,1,1,1,1,1,1,1,1,1
C829,43,209,1,1,1,1,1,1,1,1,1,1,1
C830,89,293,1,1,1,1,1,1,1,1,1,1,1
C831,67,2,1,1,1,1,1,1,1,1,1,1,1
C832,56,8,1,1,1,1,1,1,1,1,1,1,1
C833,73,101,1,1,1,1,1,1,1,1,1,1,1
C834,31,16,1,1,1,1,1,1,1,1,1,1,1
C835,69,37,1,1,1,1,1,1,1,1,1,1,1
C836,56.04,221.869,1,1,1,1,1,1,1,1,1,1,1
C837,40,0,1,1,1,1,1,1,1,1,1,1,1
C838,52,23,1,1,1,1,1,1,1,1,1,1,1
C839,46,0,1,1,1,1,1,1,1,1,1,1,1
C840,29,20,1,1,1,1,1,1,1,1,1,1,1
C841,69,12,1,1,1,1,1,1,1,1,1,1,1
C842,17,0,1,1,1,1,1,1,1,1,1,1,1
C843,60,0,1,1,1,1,1,1,1,1,1,1,1
C844,40,148,1,1,1,1,1,1,1,1,1,1,1
C845,68,4,1,1,1,1,1,1,1,1,1,1,1
C846,39,81,1,1,1,1,1,1,1,1,1,1,1
C847,61,27,1,1,1,1,1,1,1,1,1,1,1
C848,30,714,1,1,1,1,1,1,1,1,1,1,1
C849,47,653,1,1,1,1,1,1,1,1,1,1,1
C850,40,2,1,1,1,1,1,1,1,1,1,1,1
C851,94,181,1,1,1,1,1,1,1,1,1,1,1
C852,98,23,1,1,1,1,1,1,1,1,1,1,1
C853,111,244,1,1,1,1,1,1,1,1,1,1,1
C854,34,377,1,1,1,1,1,1,1,1,1,1,1
C855,108.357,158.894,1,1,1,1,1,1,1,1,1,1,1
C856,40,25,1,1,1,1,1,1,1,1,1,1,1
C857,64,34,1,1,1,1,1,1,1,1,1,1,1
C858,49,29,1,1,1,1,1,1,1,1,1,1,1
C859,63,65,1,1,1,1,1,1,1,1,1,1,1
C860,80,95,1,1,1,1,1,1,1,1,1,1,1
C861,84,48,1,1,1,1,1,1,1,1,1,1,1
C862,35,126.318,1,1,1,1,1,1,1,1,1,1,1
C863,90,13,1,1,1,1,1,1,1,1,1,1,1
C864,52,13,1,1,1,1,1,1,1,1,1,1,1
C865,39,44,1,1,1,1,1,1,1,1,1,1,1
C866,30,56,1,1,1,1,1,1,1,1,1,1,1
C867,29,10,1,1,1,1,1,1,1,1,1,1,1
C869,19,116,1,1,1,1,1,1,1,1,1,1,1
C870,59,9,1,1,1,1,1,1,1,1,1,1,1
C871,81,207,1,1,1,1,1,1,1,1,1,1,1
C872,62,3,1,1,1,1,1,1,1,1,1,1,1
C873,32,32,1,1,1,1,1,1,1,1,1,1,1
C874,21,12,1,1,1,1,1,1,1,1,1,1,1
C875,68.646,324.814,1,1,1,1,1,1,1,1,1,1,1
C876,68,85,1,1,1,1,1,1,1,1,1,1,1
C877,23.49,273.36,1,1,1,1,1,1,1,1,1,1,1
C878,95,286,1,1,1,1,1,1,1,1,1,1,1
C879,27,51,1,1,1,1,1,1,1,1,1,1,1
C880,41,59,1,1,1,1,1,1,1,1,1,1,1
C881,51,70,1,1,1,1,1,1,1,1,1,1,1
C882,85,12,1,1,1,1,1,1,1,1,1,1,1
C883,37,4,1,1,1,1,1,1,1,1,1,1,1
C884,62,56,1,1,1,1,1,1,1,1,1,1,1
C885,186,292,1,1,1,1,1,1,1,1,1,1,1
C886,28,27,1,1,1,1,1,1,1,1,1,1,1
C887,77,84,1,1,1,1,1,1,1,1,1,1,1
C888,27,19,1,1,1,1,1,1,1,1,1,1,1
C889,88,11,1,1,1,1,1,1,1,1,1,1,1
C890,32,181,1,1,1,1,1,1,1,1,1,1,1
C891,39,81,1,1,1,1,1,1,1,1,1,1,1
C892,37,71,1,1,1,1,1,1,1,1,1,1,1
C893,15,31,1,1,1,1,1,1,1,1,1,1,1
C894,38,3644,1,1,1,1,1,1,1,1,1,1,1
C895,20,23,1,1,1,1,1,1,1,1,1,1,1
C897,78,3,1,1,1,1,1,1,1,1,1,1,1
C898,46,14,1,1,1,1,1,1,1,1,1,1,1
C899,99,227.323,1,1,1,1,1,1,1,1,1,1,1
C900,51,118,1,1,1,1,1,1,1,1,1,1,1
C901,39,76,1,1,1,1,1,1,1,1,1,1,1
C902,15,26,1,1,1,1,1,1,1,1,1,1,1
C903,19,0,1,1,1,1,1,1,1,1,1,1,1
C904,40,11,1,1,1,1,1,1,1,1,1,1,1
C905,111,39,1,1,1,1,1,1,1,1,1,1,1
C907,20,152,1,1,1,1,1,1,1,1,1,1,1
C908,43,9,1,1,1,1,1,1,1,1,1,1,1
C909,35,551,1,1,1,1,1,1,1,1,1,1,1
C910,83,166,1,1,1,1,1,1,1,1,1,1,1
C911,61,70,1,1,1,1,1,1,1,1,1,1,1
C912,94,19,1,1,1,1,1,1,1,1,1,1,1
C913,63,32,1,1,1,1,1,1,1,1,1,1,1
C914,36,86,1,1,1,1,1,1,1,1,1,1,1
C915,29,35,1,1,1,1,1,1,1,1,1,1,1
C916,81,72,1,1,1,1,1,1,1,1,1,1,1
C917,60,2,1,1,1,1,1,1,1,1,1,1,1
C918,21,46,1,1,1,1,1,1,1,1,1,1,1
C919,41,101,1,1,1,1,1,1,1,1,1,1,1
C920,139,348,1,1,1,1,1,1,1,1,1,1,1
C921,41,43,1,1,1,1,1,1,1,1,1,1,1
C922,28,39,1,1,1,1,1,1,1,1,1,1,1
C923,69,22,1,1,1,1,1,1,1,1,1,1,1
C924,47,509,1,1,1,1,1,1,1,1,1,1,1
C925,37,23,1,1,1,1,1,1,1,1,1,1,1
C926,43,155,1,1,1,1,1,1,1,1,1,1,1
C927,46,2,1,1,1,1,1,1,1,1,1,1,1
C928,81,195,1,1,1,1,1,1,1,1,1,1,1
C929,30,35,1,1,1,1,1,1,1,1,1,1,1
C930,46,5,1,1,1,1,1,1,1,1,1,1,1
C931,14,4,1,1,1,1,1,1,1,1,1,1,1
C932,22,39,1,1,1,1,1,1,1,1,1,1,1
C933,46.496,233.354,1,1,1,1,1,1,1,1,1,1,1
C934,38,25,1,1,1,1,1,1,1,1,1,1,1
C935,36,12,1,1,1,1,1,1,1,1,1,1,1
C936,119,77,1,1,1,1,1,1,1,1,1,1,1
C937,80.366,124,1,1,1,1,1,1,1,1,1,1,1
C938,132,100,1,1,1,1,1,1,1,1,1,1,1
C939,61,35,1,1,1,1,1,1,1,1,1,1,1
C940,19,177,1,1,1,1,1,1,1,1,1,1,1
C941,34,30,1,1,1,1,1,1,1,1,1,1,1
C942,94,66,1,1,1,1,1,1,1,1,1,1,1
C943,59,5,1,1,1,1,1,1,1,1,1,1,1
C944,54,24,1,1,1,1,1,1,1,1,1,1,1
C945,45,56,1,1,1,1,1,1,1,1,1,1,1
C946,62,43,1,1,1,1,1,1,1,1,1,1,1
C947,84,18,1,1,1,1,1,1,1,1,1,1,1
C948,44,45,1,1,1,1,1,1,1,1,1,1,1
C949,25,1,1,1,1,1,1,1,1,1,1,1,1
C950,108,138,1,1,1,1,1,1,1,1,1,1,1
C951,92.445,177.043,1,1,1,1,1,1,1,1,1,1,1
C952,89,99,1,1,1,1,1,1,1,1,1,1,1
C953,83,1,1,1,1,1,1,1,1,1,1,1,1
C954,19,38,1,1,1,1,1,1,1,1,1,1,1
C955,62,1,1,1,1,1,1,1,1,1,1,1,1
C956,18,31,1,1,1,1,1,1,1,1,1,1,1
C957,47,0,1,1,1,1,1,1,1,1,1,1,1
C958,24,15,1,1,1,1,1,1,1,1,1,1,1
C959,61,49,1,1,1,1,1,1,1,1,1,1,1
C960,59,11,1,1,1,1,1,1,1,1,1,1,1
C961,53,31,1,1,1,1,1,1,1,1,1,1,1
C962,144,136,1,1,1,1,1,1,1,1,1,1,1
C963,86,192,1,1,1,1,1,1,1,1,1,1,1
C964,28,158.589,1,1,1,1,1,1,1,1,1,1,1
C965,69,118,1,1,1,1,1,1,1,1,1,1,1
C966,23,21,1,1,1,1,1,1,1,1,1,1,1
C967,82,364.648,1,1,1,1,1,1,1,1,1,1,1
C968,49,68,1,1,1,1,1,1,1,1,1,1,1
C969,60,17,1,1,1,1,1,1,1,1,1,1,1
C970,158,227,1,1,1,1,1,1,1,1,1,1,1
C971,59,65,1,1,1,1,1,1,1,1,1,1,1
C972,122,132,1,1,1,1,1,1,1,1,1,1,1
C973,61,64,1,1,1,1,1,1,1,1,1,1,1
C974,87,69,1,1,1,1,1,1,1,1,1,1,1
C975,64,134,1,1,1,1,1,1,1,1,1,1,1
C976,153,418,1,1,1,1,1,1,1,1,1,1,1
C977,99,136,1,1,1,1,1,1,1,1,1,1,1
C978,43,14,1,1,1,1,1,1,1,1,1,1,1
C979,62,89,1,1,1,1,1,1,1,1,1,1,1
C980,83,79,1,1,1,1,1,1,1,1,1,1,1
C981,48,82,1,1,1,1,1,1,1,1,1,1,1
C982,34,79,1,1,1,1,1,1,1,1,1,1,1
C983,65,36,1,1,1,1,1,1,1,1,1,1,1
C984,56,138,1,1,1,1,1,1,1,1,1,1,1
C986,81,52,1,1,1,1,1,1,1,1,1,1,1
C987,60,59.305,1,1,1,1,1,1,1,1,1,1,1
C988,40,5,1,1,1,1,1,1,1,1,1,1,1
C989,81,136,1,1,1,1,1,1,1,1,1,1,1
C990,62.092,142.464,1,1,1,1,1,1,1,1,1,1,1
C991,39,112,1,1,1,1,1,1,1,1,1,1,1
C992,29,30,1,1,1,1,1,1,1,1,1,1,1
C993,52,85,1,1,1,1,1,1,1,1,1,1,1
C994,34,0,1,1,1,1,1,1,1,1,1,1,1
C995,59,84,1,1,1,1,1,1,1,1,1,1,1
C996,77,198,1,1,1,1,1,1,1,1,1,1,1
C997,22,6,1,1,1,1,1,1,1,1,1,1,1
C998,31,2,1,1,1,1,1,1,1,1,1,1,1
C999,20,8,1,1,1,1,1,1,1,1,1,1,1
C1000,57,79,1,1,1,1,1,1,1,1,1,1,1
C1001,53,17,1,1,1,1,1,1,1,1,1,1,1
C1002,50,34,1,1,1,1,1,1,1,1,1,1,1
C1003,100,284,1,1,1,1,1,1,1,1,1,1,1
C1004,144,167,1,1,1,1,1,1,1,1,1,1,1
C1005,68,297,1,1,1,1,1,1,1,1,1,1,1
C1006,105,134,1,1,1,1,1,1,1,1,1,1,1
C1007,63,74,1,1,1,1,1,1,1,1,1,1,1
C1008,26,19,1,1,1,1,1,1,1,1,1,1,1
C1009,31,7,1,1,1,1,1,1,1,1,1,1,1
C1010,61,25,1,1,1,1,1,1,1,1,1,1,1
C1011,31,45,1,1,1,1,1,1,1,1,1,1,1
C1012,79,41,1,1,1,1,1,1,1,1,1,1,1
C1013,90,66,1,1,1,1,1,1,1,1,1,1,1
C1015,110,16,1,1,1,1,1,1,1,1,1,1,1
C1016,40,563,1,1,1,1,1,1,1,1,1,1,1
C1017,45,21,1,1,1,1,1,1,1,1,1,1,1
C1018,44,43,1,1,1,1,1,1,1,1,1,1,1
C1019,52,1,1,1,1,1,1,1,1,1,1,1,1
C1020,34,157.944,1,1,1,1,1,1,1,1,1,1,1
C1021,87,213,1,1,1,1,1,1,1,1,1,1,1
C1022,96,69,1,1,1,1,1,1,1,1,1,1,1
C1023,89,58,1,1,1,1,1,1,1,1,1,1,1
C1024,86,438,1,1,1,1,1,1,1,1,1,1,1
C1025,49,34,1,1,1,1,1,1,1,1,1,1,1
C1026,48,30,1,1,1,1,1,1,1,1,1,1,1
C1027,55,40,1,1,1,1,1,1,1,1,1,1,1
C1028,70,67,1,1,1,1,1,1,1,1,1,1,1
C1029,37,10,1,1,1,1,1,1,1,1,1,1,1
C1030,121,45,1,1,1,1,1,1,1,1,1,1,1
C1031,11,375,1,1,1,1,1,1,1,1,1,1,1
C1032,151.96,273.131,1,1,1,1,1,1,1,1,1,1,1
C1033,81,4,1,1,1,1,1,1,1,1,1,1,1
C1034,72,930,1,1,1,1,1,1,1,1,1,1,1
C1035,40,291,1,1,1,1,1,1,1,1,1,1,1
C1036,91,173,1,1,1,1,1,1,1,1,1,1,1
C1037,93,3,1,1,1,1,1,1,1,1,1,1,1
C1038,18,0,1,1,1,1,1,1,1,1,1,1,1
C1039,73,17,1,1,1,1,1,1,1,1,1,1,1
C1040,66,523,1,1,1,1,1,1,1,1,1,1,1
C1041,41,0,1,1,1,1,1,1,1,1,1,1,1
C1042,53,84,1,1,1,1,1,1,1,1,1,1,1
C1043,72,103,1,1,1,1,1,1,1,1,1,1,1
C1044,48,138,1,1,1,1,1,1,1,1,1,1,1
C1045,56,31,1,1,1,1,1,1,1,1,1,1,1
C1047,30,23,1,1,1,1,1,1,1,1,1,1,1
C1048,76,24,1,1,1,1,1,1,1,1,1,1,1
C1049,34,2,1,1,1,1,1,1,1,1,1,1,1
C1050,47,69,1,1,1,1,1,1,1,1,1,1,1
C1051,62,159,1,1,1,1,1,1,1,1,1,1,1
C1052,59,3,1,1,1,1,1,1,1,1,1,1,1
C1053,35,0,1,1,1,1,1,1,1,1,1,1,1
C1054,84,41,1,1,1,1,1,1,1,1,1,1,1
C1055,54,28,1,1,1,1,1,1,1,1,1,1,1
C1056,57,29,1,1,1,1,1,1,1,1,1,1,1
C1057,60,6,1,1,1,1,1,1,1,1,1,1,1
C1058,65,111,1,1,1,1,1,1,1,1,1,1,1
C1059,40,6,1,1,1,1,1,1,1,1,1,1,1
C1060,24,34,1,1,1,1,1,1,1,1,1,1,1
C1061,115.759,192,1,1,1,1,1,1,1,1,1,1,1
C1062,20,35,1,1,1,1,1,1,1,1,1,1,1
C1063,87,74,1,1,1,1,1,1,1,1,1,1,1
C1064,21,84,1,1,1,1,1,1,1,1,1,1,1
C1066,64,118,1,1,1,1,1,1,1,1,1,1,1
C1067,89,1437,1,1,1,1,1,1,1,1,1,1,1
C1068,71,8,1,1,1,1,1,1,1,1,1,1,1
C1069,91,171,1,1,1,1,1,1,1,1,1,1,1
C1070,14,178,1,1,1,1,1,1,1,1,1,1,1
C1071,21,47,1,1,1,1,1,1,1,1,1,1,1
C1072,113,87,1,1,1,1,1,1,1,1,1,1,1
C1073,69,35,1,1,1,1,1,1,1,1,1,1,1
C1074,43,70,1,1,1,1,1,1,1,1,1,1,1
C1075,52,885.674,1,1,1,1,1,1,1,1,1,1,1
C1076,60,166,1,1,1,1,1,1,1,1,1,1,1
C1077,28,0,1,1,1,1,1,1,1,1,1,1,1
C1078,76,40,1,1,1,1,1,1,1,1,1,1,1
C1079,37,90,1,1,1,1,1,1,1,1,1,1,1
C1080,39,18,1,1,1,1,1,1,1,1,1,1,1
C1081,65,50,1,1,1,1,1,1,1,1,1,1,1
C1082,33,18,1,1,1,1,1,1,1,1,1,1,1
C1083,68,52,1,1,1,1,1,1,1,1,1,1,1
C1084,96.145,1471.674,1,1,1,1,1,1,1,1,1,1,1
C1085,71,357,1,1,1,1,1,1,1,1,1,1,1
C1086,26,96,1,1,1,1,1,1,1,1,1,1,1
C1087,41,75,1,1,1,1,1,1,1,1,1,1,1
C1088,64,18,1,1,1,1,1,1,1,1,1,1,1
C1089,27,4,1,1,1,1,1,1,1,1,1,1,1
C1090,155,250,1,1,1,1,1,1,1,1,1,1,1
C1091,75,296,1,1,1,1,1,1,1,1,1,1,1
C1093,288.675,435.176,1,1,1,1,1,1,1,1,1,1,1
C1094,29,16,1,1,1,1,1,1,1,1,1,1,1
C1095,80,10,1,1,1,1,1,1,1,1,1,1,1
C1096,90,15,1,1,1,1,1,1,1,1,1,1,1
C1097,77,58,1,1,1,1,1,1,1,1,1,1,1
C1098,57,1091,1,1,1,1,1,1,1,1,1,1,1
C1099,62,1,1,1,1,1,1,1,1,1,1,1,1
C1100,41,0,1,1,1,1,1,1,1,1,1,1,1
C1101,60,34,1,1,1,1,1,1,1,1,1,1,1
C1102,53,51,1,1,1,1,1,1,1,1,1,1,1
C1103,38,25,1,1,1,1,1,1,1,1,1,1,1
C1104,49.339,62,1,1,1,1,1,1,1,1,1,1,1
C1105,53,259,1,1,1,1,1,1,1,1,1,1,1
C1106,29,2,1,1,1,1,1,1,1,1,1,1,1
C1107,74,131,1,1,1,1,1,1,1,1,1,1,1
C1108,180,348,1,1,1,1,1,1,1,1,1,1,1
C1109,53,82,1,1,1,1,1,1,1,1,1,1,1
C1110,58,135,1,1,1,1,1,1,1,1,1,1,1
C1111,39,18,1,1,1,1,1,1,1,1,1,1,1
C1112,74,198.349,1,1,1,1,1,1,1,1,1,1,1
C1113,66,190,1,1,1,1,1,1,1,1,1,1,1
C1115,47,24,1,1,1,1,1,1,1,1,1,1,1
C1116,64,21,1,1,1,1,1,1,1,1,1,1,1
C1117,72,180,1,1,1,1,1,1,1,1,1,1,1
C1118,40,184,1,1,1,1,1,1,1,1,1,1,1
C1119,42,77,1,1,1,1,1,1,1,1,1,1,1
C1120,43,1955,1,1,1,1,1,1,1,1,1,1,1
C1121,34,55,1,1,1,1,1,1,1,1,1,1,1
C1122,52,52,1,1,1,1,1,1,1,1,1,1,1
C1123,47,96,1,1,1,1,1,1,1,1,1,1,1
C1124,30,337,1,1,1,1,1,1,1,1,1,1,1
C1125,18,0,1,1,1,1,1,1,1,1,1,1,1
C1126,82,10,1,1,1,1,1,1,1,1,1,1,1
C1127,39,6,1,1,1,1,1,1,1,1,1,1,1
C1128,52,74,1,1,1,1,1,1,1,1,1,1,1
C1129,75,27,1,1,1,1,1,1,1,1,1,1,1
C1130,41,65,1,1,1,1,1,1,1,1,1,1,1
C1131,29,42,1,1,1,1,1,1,1,1,1,1,1
C1132,4148,108,1,1,1,1,1,1,1,1,1,1,1
C1133,48,26,1,1,1,1,1,1,1,1,1,1,1
C1134,33,25,1,1,1,1,1,1,1,1,1,1,1
C1136,39,216,1,1,1,1,1,1,1,1,1,1,1
C1137,93,83,1,1,1,1,1,1,1,1,1,1,1
C1138,55,90,1,1,1,1,1,1,1,1,1,1,1
C1139,38,8,1,1,1,1,1,1,1,1,1,1,1
C1140,22,86,1,1,1,1,1,1,1,1,1,1,1
C1141,52,35,1,1,1,1,1,1,1,1,1,1,1
C1142,36,18,1,1,1,1,1,1,1,1,1,1,1
C1143,28,42,1,1,1,1,1,1,1,1,1,1,1
C1144,83,131,1,1,1,1,1,1,1,1,1,1,1
C1145,101,309,1,1,1,1,1,1,1,1,1,1,1
C1146,43,57,1,1,1,1,1,1,1,1,1,1,1
C1147,24,17,1,1,1,1,1,1,1,1,1,1,1
C1148,63.45,55,1,1,1,1,1,1,1,1,1,1,1
C1149,65,0,1,1,1,1,1,1,1,1,1,1,1
C1151,147,144,1,1,1,1,1,1,1,1,1,1,1
C1152,59,57,1,1,1,1,1,1,1,1,1,1,1
C1153,106,218,1,1,1,1,1,1,1,1,1,1,1
C1154,50,237.929,1,1,1,1,1,1,1,1,1,1,1
C1155,74,20,1,1,1,1,1,1,1,1,1,1,1
C1156,33,43,1,1,1,1,1,1,1,1,1,1,1
C1157,61,12,1,1,1,1,1,1,1,1,1,1,1
C1158,20,4,1,1,1,1,1,1,1,1,1,1,1
C1159,35,24,1,1,1,1,1,1,1,1,1,1,1
C1160,60,165,1,1,1,1,1,1,1,1,1,1,1
